"","state","election_date","partyname_short","polidoc_filename","polidoc_filename_2","agwatch_pdf_url","agwatch_election_manifesto"
"803","SN",2019-09-01,"BÜSO",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/bueso_grundsatzprogramm_sachsen2019.pdf",FALSE
"804","SN",2019-09-01,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu_wahlprogramm_sachsen2019.pdf",TRUE
"805","SN",2019-09-01,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/humanisten_wahlprogramm_sachsen2019_1.pdf",TRUE
"806","SN",2019-09-01,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke_wahlprogramm_sachsen2019.pdf",TRUE
"807","SN",2019-09-01,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/die-partei_wahlprogramm_sachsen2019.pdf",TRUE
"808","SN",2019-09-01,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp_wahlprogramm_sachsen_2019.pdf",TRUE
"809","SN",2019-09-01,"FW-SN",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/freiewaehler_wahlprogramm_sachsen2019.pdf",TRUE
"810","SN",2019-09-01,"KPD (1990)",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/dkp_wahlprogramm_sachsen2019.pdf",TRUE
"811","SN",2019-09-01,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/oedp_wahlprogramm_sachsen2019.pdf",TRUE
"812","SN",2019-09-01,"Vernunft",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/pdv_grundsatzprogramm_sachsen2019.pdf",FALSE
"813","SN",2019-09-01,"Gesundheitsforschung",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/partei-fuer-gesundheitsforschung_wahlprogramm_sachsen2019.pdf",TRUE
"814","SN",2019-09-01,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piraten_wahlprogramm_sachsen2019.pdf",TRUE
"815","SN",2019-09-01,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd_wahlprogramm_sachsen2019.pdf",TRUE
"816","SN",2019-09-01,"Die Tierschutzpartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/tierschutzpartei_grundsatzprogramm_sachsen2019.pdf",FALSE
"817","TH",2019-10-27,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd_wahlprogramm_th2019.pdf",TRUE
"818","TH",2019-10-27,"TIERSCHUTZliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/aktion-partei-fuer-tierschutz_wahlprogramm_th2019.pdf",TRUE
"819","TH",2019-10-27,"BGE",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/bge_wahlprogramm_th2019.pdf",TRUE
"820","TH",2019-10-27,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruene_wahlprogramm_th2019_0.pdf",TRUE
"821","TH",2019-10-27,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu_wahlprogramm_th2019.pdf",TRUE
"822","TH",2019-10-27,"DieDirekte",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/die_direkte_wahlprogramm_th2019.pdf",FALSE
"823","TH",2019-10-27,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke_wahlprogramm_th2019.pdf",TRUE
"824","TH",2019-10-27,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/die_partei_wahlprogramm_th2019.pdf",TRUE
"825","TH",2019-10-27,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp_wahlprogramm_th2019_0.pdf",TRUE
"826","TH",2019-10-27,"MLPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/mlpd_wahlprogramm_th2019.pdf",TRUE
"827","TH",2019-10-27,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/oedp_wahlprogramm_th2019.pdf",TRUE
"828","TH",2019-10-27,"Gesundheitsforschung",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/partei_fuer_gesundheitsforschung_wahlprogramm_th2019.pdf",TRUE
"829","TH",2019-10-27,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piraten_wahlprogramm_th2019.pdf",TRUE
"830","TH",2019-10-27,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd_wahlprogramm_th2019.pdf",TRUE
"831","HH",2020-02-23,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd_wahlprogramm_hh2020-textversion.pdf",TRUE
"832","HH",2020-02-23,"TIERSCHUTZliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/aktiontierschutz_wahlprogramm_hh2020.pdf",TRUE
"833","HH",2020-02-23,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruene_wahlprogramm_hh2020.pdf",TRUE
"834","HH",2020-02-23,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu_wahlprogramm_hh2020.pdf",TRUE
"835","HH",2020-02-23,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/humanisten_wahlprogramm_hh2020.pdf",TRUE
"836","HH",2020-02-23,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linke_wahlprogramm_hh2020.pdf",TRUE
"837","HH",2020-02-23,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/diepartei_wahlprogramm_hh2020.pdf",TRUE
"838","HH",2020-02-23,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdp_wahlprogramm_hh2020.pdf",TRUE
"839","HH",2020-02-23,"FW-HH",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/freie-wahler_wahlprogramm_hh2020.pdf",TRUE
"840","HH",2020-02-23,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/oedp_wahlprogramm_hh2020_0.pdf",TRUE
"841","HH",2020-02-23,"Gesundheitsforschung",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/partei-fuer-gesundheitsforschung_wahlprogramm_hh2020.pdf",TRUE
"842","HH",2020-02-23,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piraten_wahlprogramm_hh_2020.pdf",TRUE
"843","HH",2020-02-23,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spd_wahlprogramm_hh2020.pdf",TRUE
"844","HH",2020-02-23,"Die Tierschutzpartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/tierschutzpartei_grundsatzprogramm_hh2020.pdf",FALSE
"845","HH",2020-02-23,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/volt_wahlprogramm_hh2020.pdf",TRUE
"846","BW",2021-03-14,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/landtagswahlprogramm_afd_2021_a4.pdf",TRUE
"847","BW",2021-03-14,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/GrueneBW-Landtagswahlprogramm-2021-Wachsen-wir-ueber-uns-hinaus.pdf",TRUE
"848","BW",2021-03-14,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/CDU_Wahlprogramm%202021.pdf",TRUE
"849","BW",2021-03-14,"DIB",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Wahlprogramm-DiB-Landtagswahl-2021-BaWu%CC%88.pdf",TRUE
"850","BW",2021-03-14,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Humanisten-BW_Wahlprogramm2021_0.pdf",TRUE
"851","BW",2021-03-14,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Wahlprogramm_2021_web_1_.pdf",TRUE
"852","BW",2021-03-14,"DKP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/BW_DKP_Wahlprogramm_vorl%C3%A4ufig.pdf",TRUE
"853","BW",2021-03-14,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Landtagswahlprogramm_2021_final.pdf",TRUE
"854","BW",2021-03-14,"FW-BW",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Landtagswahlprogramm_2021.pdf",TRUE
"855","BW",2021-03-14,"Klimaliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/BW_Klimaliste_Wahlprogramm_2021.pdf",TRUE
"856","BW",2021-03-14,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/BW_%C3%B6dp_Wahlprogramm_2021.pdf",TRUE
"857","BW",2021-03-14,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/BW_Piraten_Wahlprogramm_2021_0.pdf",TRUE
"858","BW",2021-03-14,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/SPD-Wahlprogramm_LTW_2021.pdf",TRUE
"859","BW",2021-03-14,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Volt_Wahlprogramm_BW21.pdf",TRUE
"860","RP",2021-03-14,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/AfD-RLP_Wahlprogramm_2021_2.1-ansicht.pdf",TRUE
"861","RP",2021-03-14,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/LTW2021_Wahlprogramm.pdf",TRUE
"862","RP",2021-03-14,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdu-rlp-regierungsprogramm_210126_2.pdf",TRUE
"863","RP",2021-03-14,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/LTW21_landtagswahlprogramm_vVOE_Gestaltet.pdf",TRUE
"864","RP",2021-03-14,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Sehr-gutes-Wahlprogramm-der-PARTEI-LTW2021.pdf",TRUE
"865","RP",2021-03-14,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/wahlprogrammfdprlpltw2021rev1%281%29.pdf",TRUE
"866","RP",2021-03-14,"FW-RP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Wahlprogramm-2021-FREIE-WA%CC%88HLER%281%29.pdf",TRUE
"867","RP",2021-03-14,"Klimaliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Klimaplan%20Rheinland-Pfalz.pdf",TRUE
"868","RP",2021-03-14,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/ProgrammRLP2021_Layout.pdf",TRUE
"869","RP",2021-03-14,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Wahlprogramm_RLP_2020.pdf",TRUE
"870","RP",2021-03-14,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/SPDrlp_WirMitIhr_Regierungsprogramm2021-2026.pdf",TRUE
"871","RP",2021-03-14,"Die Tierschutzpartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/grundsatzprogramm.pdf",FALSE
"872","RP",2021-03-14,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/201208_Wahlprogramm_RLP.pdf",TRUE
"873","ST",2021-06-06,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Landtagswahlprogram21AfDLSA.pdf",TRUE
"874","ST",2021-06-06,"TIERSCHUTZliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/TierschutzHIER%21_Wahlprogramm_LTWST2021.pdf",TRUE
"875","ST",2021-06-06,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/2021-01-11-Entwurf-Landtagswahlprogramm-final.pdf",TRUE
"876","ST",2021-06-06,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/regierungsprogramm_2021_cdulsa.pdf",TRUE
"877","ST",2021-06-06,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/DieHumanisten_Wahlprogramm_LTWST2021.pdf",TRUE
"878","ST",2021-06-06,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/2021-03-19-Beschluss_Landtagswahlporgramm_2021-final.pdf",TRUE
"879","ST",2021-06-06,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/wahlprogramm-sachsen-anhalt.final_.pdf",TRUE
"880","ST",2021-06-06,"FW-ST",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/ST_FW_Wahlprogramm_2021.pdf",TRUE
"881","ST",2021-06-06,"Klimaliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/KlimalisteST_Wahlprogramm_LTWST2021.pdf",TRUE
"882","ST",2021-06-06,"LKR",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Wahlprogramm%20LTW%202021%20final.pdf",TRUE
"883","ST",2021-06-06,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/%C3%96DP_Wahlprogramm_LTWST2021.pdf",TRUE
"884","ST",2021-06-06,"Gesundheitsforschung",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/PfGesundhf_Wahlprogramm_LTWST2021.pdf",TRUE
"885","ST",2021-06-06,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Piraten_Wahlprogramm_LTWST2021.pdf",TRUE
"886","ST",2021-06-06,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/SPD_Wahlprogramm_ST.pdf",TRUE
"887","BE",2021-09-26,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd-lvblnwahlprogramm-2021web-1.pdf",TRUE
"888","BE",2021-09-26,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/B%C3%BCndnis90-DieGr%C3%BCnen_Wahlprogramm_LTWBLN2021.pdf",TRUE
"889","BE",2021-09-26,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/CDU_Wahlprogramm_AHW2021.pdf",TRUE
"890","BE",2021-09-26,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Humanisten_Wahlprogramm_AHW2021.pdf",TRUE
"891","BE",2021-09-26,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/DieLINKE_Wahlprogramm_LTWBLN2021.pdf",TRUE
"892","BE",2021-09-26,"DKP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/DKP_Wahlprogramm_AHW2021.pdf",TRUE
"893","BE",2021-09-26,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/wahlprogramm-der-fdp-berlin-zur-abgeordnetenhauswahl-2021.pdf",TRUE
"894","BE",2021-09-26,"FW-BE",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/20210811fwberlinwahlprogramm2021.pdf",TRUE
"895","BE",2021-09-26,"Klimaliste",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/KlimalisteBerlin_Wahlprogramm_LTWBLN2021.pdf",TRUE
"896","BE",2021-09-26,"LKR",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/LKR_Wahlprogramm_AHW2021.pdf",TRUE
"897","BE",2021-09-26,"Mieterpartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Vorl%C3%A4ufig_Mieterpartei_Wahlprogramm_LTWBLN2021.pdf",TRUE
"898","BE",2021-09-26,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/%C3%96DP_Wahlprogramm_AHW2021.pdf",TRUE
"899","BE",2021-09-26,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/SPD_Wahlprogramm_LTWBLN2021.pdf",TRUE
"900","BE",2021-09-26,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Volt_Wahlprogramm_LTWBLN2021.pdf",TRUE
"901","MV",2021-09-26,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/AfD_Wahlprogramm_LTWMV2021.pdf",TRUE
"902","MV",2021-09-26,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/DieGr%C3%BCnen_Wahlprogramm_LTWMV2021.pdf",TRUE
"903","MV",2021-09-26,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/CDU_Wahlprogramm_LTWMV2021.pdf",TRUE
"904","MV",2021-09-26,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/LINKE_Wahlprogramm_LTWMV2021.pdf",TRUE
"905","MV",2021-09-26,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/die-parteiltw-mv-21.pdf",TRUE
"906","MV",2021-09-26,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/wahlprogrammfdpmvltw21v21.pdf",TRUE
"907","MV",2021-09-26,"FW-MV",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/FreieW%C3%A4hler_Wahlprogramm_LTWMV2021.pdf",TRUE
"908","MV",2021-09-26,"ÖDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/oedpmecklenburg-vorpommernlandesprogramm.pdf",TRUE
"909","MV",2021-09-26,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/Piratenpartei_Wahlprogramm_LTWMV2021.pdf",TRUE
"910","MV",2021-09-26,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/SPD_Wahlprogramm_LTWMV2021.pdf",TRUE
"911","SH",2022-05-08,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/wahlprogrammafdsh2022.pdf",TRUE
"912","SH",2022-05-08,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/grueneshltw22wahlprogramm.pdf",TRUE
"913","SH",2022-05-08,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdushltw22wahlprogramm.pdf",TRUE
"914","SH",2022-05-08,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linkeshltw22wahlprogramm.pdf",TRUE
"915","SH",2022-05-08,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/dieparteishltw22wahlprogramm.pdf",TRUE
"916","SH",2022-05-08,"dieBasis",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/diebasispositionspapierzurlandtagswahl2022.pdf",TRUE
"917","SH",2022-05-08,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdpshltw22wahlprogramm.pdf",TRUE
"918","SH",2022-05-08,"FW-SH",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/freiewahlershltw22wahlprogramm.pdf",TRUE
"919","SH",2022-05-08,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spdshltw22wahlprogramm.pdf",TRUE
"920","SH",2022-05-08,"SSW",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/sswshltw22wahlprogramm.pdf",TRUE
"921","SH",2022-05-08,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/voltshltw22wahlprogramm.pdf",TRUE
"922","NW",2022-05-15,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afd-nrwltw22wahlprogramm.pdf",TRUE
"923","NW",2022-05-15,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/grunenrwltw22wahlprogramm.pdf",TRUE
"924","NW",2022-05-15,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cdunrwltw22wahlprogramm.pdf",TRUE
"925","NW",2022-05-15,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linkenrwltw22wahlprogramm.pdf",TRUE
"926","NW",2022-05-15,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/dieparteiwahlprogrammnrw2022.pdf",TRUE
"927","NW",2022-05-15,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdpnrwltw22wahlprogramm.pdf",TRUE
"928","NW",2022-05-15,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piratenparteinrwltw22wahlprogramm.pdf",TRUE
"929","NW",2022-05-15,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spdnrwltw22wahlprogramm.pdf",TRUE
"930","NW",2022-05-15,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/voltnrwltw22wahlprogramm.pdf",TRUE
"931","NI",2022-10-09,"SPD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/spdniedersachsenltw22regierungsprogramm.pdf",TRUE
"932","NI",2022-10-09,"CDU",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/cduniedersachsenltw22wahlprogramm.pdf",TRUE
"933","NI",2022-10-09,"Grüne",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gruneniedersachenltw22wahlprogrammentwurf.pdf",TRUE
"934","NI",2022-10-09,"FDP",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fdpniedersachsenltw22wahlprogramm.pdf",TRUE
"935","NI",2022-10-09,"AfD",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/afdniedersachsenltw22wahlprogramm.pdf",TRUE
"936","NI",2022-10-09,"FW-NI",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/fwniedersachsenltw22wahlprogramm.pdf",TRUE
"937","NI",2022-10-09,"Gesundheitsforschung",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/gesundheitsforschungniedersachsenltw22.pdf",TRUE
"938","NI",2022-10-09,"Die Humanisten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/humanistenniedersachsenltw22wahlprogramm.pdf",TRUE
"939","NI",2022-10-09,"Linke",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/linkeniedersachsenltw22wahlprogramm.pdf",TRUE
"940","NI",2022-10-09,"DiePartei",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/parteiniedersachsenltw22wahlprogramm.pdf",TRUE
"941","NI",2022-10-09,"Piraten",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/piratenniedersachsenltw22wahlprogramm.pdf",TRUE
"942","NI",2022-10-09,"Volt",NA,NA,"https://www.abgeordnetenwatch.de/sites/default/files/election-program-files/voltniedersachsenltw22wahlprogramm.pdf",TRUE
